Corte de información: Febrero 2020. Precios por litro (Moneda nacional),,,,,,,,,,,,,,,,,,
Entidad federativa,Gasolina mínimo 87 octanos,Año reporte,Mes,,Entidad federativa,Gasolina mínimo 91 octanos,Año reporte,Mes,,Entidad federativa,Diésel,Año reporte,Mes,,FechaCalendario,Gasolina mínimo 87 octanos,Gasolina mínimo 91 octanos,Diésel
Chihuahua,16.39,2018,2,,Chihuahua,18.35,2018,2,,Chihuahua,18.43,2018,2,,23/07/2017,15.46,17.28,16.44
Chihuahua,16.52,2018,3,,Chihuahua,18.42,2018,3,,Chihuahua,18.57,2018,3,,24/07/2017,15.46,17.28,16.44
Chihuahua,16.48,2018,4,,Chihuahua,18.37,2018,4,,Chihuahua,18.61,2018,4,,25/07/2017,15.45,17.26,16.42
Chihuahua,16.88,2018,5,,Chihuahua,18.63,2018,5,,Chihuahua,18.71,2018,5,,26/07/2017,15.45,17.26,16.42
Chihuahua,16.75,2018,6,,Chihuahua,18.63,2018,6,,Chihuahua,18.9,2018,6,,27/07/2017,15.47,17.29,16.45
Chihuahua,17.14,2018,7,,Chihuahua,19,2018,7,,Chihuahua,19.27,2018,7,,28/07/2017,15.48,17.3,16.46
Chihuahua,17.68,2018,8,,Chihuahua,19.4,2018,8,,Chihuahua,19.87,2018,8,,29/07/2017,15.49,17.31,16.46
Chihuahua,17.96,2018,9,,Chihuahua,19.53,2018,9,,Chihuahua,20.15,2018,9,,30/07/2017,15.49,17.31,16.46
Chihuahua,18.15,2018,10,,Chihuahua,19.73,2018,10,,Chihuahua,20.38,2018,10,,31/07/2017,15.49,17.31,16.46
Chihuahua,17.95,2018,11,,Chihuahua,19.7,2018,11,,Chihuahua,20.5,2018,11,,01/08/2017,15.51,17.33,16.48
Chihuahua,17.54,2018,12,,Chihuahua,19.29,2018,12,,Chihuahua,20.27,2018,12,,02/08/2017,15.54,17.36,16.5
Chihuahua,16.83,2019,1,,Chihuahua,18.26,2019,1,,Chihuahua,19.98,2019,1,,03/08/2017,15.54,17.36,16.49
Chihuahua,17.3,2019,2,,Chihuahua,18.13,2019,2,,Chihuahua,20.91,2019,2,,04/08/2017,15.54,17.36,16.5
Chihuahua,17.84,2019,3,,Chihuahua,19.06,2019,3,,Chihuahua,20.83,2019,3,,05/08/2017,15.54,17.36,16.49
Chihuahua,17.48,2019,4,,Chihuahua,19.24,2019,4,,Chihuahua,20.51,2019,4,,06/08/2017,15.54,17.37,16.49
Chihuahua,17.2,2019,5,,Chihuahua,19.08,2019,5,,Chihuahua,20.34,2019,5,,07/08/2017,15.54,17.37,16.49
Chihuahua,17.23,2019,6,,Chihuahua,19.18,2019,6,,Chihuahua,20.15,2019,6,,08/08/2017,15.55,17.38,16.5
Chihuahua,17.21,2019,7,,Chihuahua,19.2,2019,7,,Chihuahua,20.24,2019,7,,09/08/2017,15.55,17.38,16.5
Chihuahua,17.02,2019,8,,Chihuahua,18.91,2019,8,,Chihuahua,20.21,2019,8,,10/08/2017,15.55,17.38,16.49
Chihuahua,17.26,2019,9,,Chihuahua,18.85,2019,9,,Chihuahua,20.37,2019,9,,11/08/2017,15.56,17.39,16.51
Chihuahua,17.06,2019,10,,Chihuahua,18.68,2019,10,,Chihuahua,20.23,2019,10,,12/08/2017,15.55,17.38,16.5
Chihuahua,16.98,2019,11,,Chihuahua,18.4,2019,11,,Chihuahua,20.26,2019,11,,13/08/2017,15.55,17.38,16.5
Chihuahua,17.28,2019,12,,Chihuahua,18.52,2019,12,,Chihuahua,20.54,2019,12,,14/08/2017,15.55,17.38,16.5
Chihuahua,17.38,2020,1,,Chihuahua,18.91,2020,1,,Chihuahua,20.6,2020,1,,15/08/2017,15.55,17.38,16.5
Chihuahua,17.16,2020,2,,Chihuahua,18.31,2020,2,,Chihuahua,20.13,2020,2,,16/08/2017,15.53,17.36,16.49
Ciudad de México,16.31,2017,1,,Ciudad de México,18.19,2017,1,,Ciudad de México,17.06,2017,1,,17/08/2017,15.53,17.36,16.49
Ciudad de México,16.3,2017,2,,Ciudad de México,18.17,2017,2,,Ciudad de México,17.05,2017,2,,18/08/2017,15.52,17.35,16.48
Ciudad de México,16.21,2017,3,,Ciudad de México,18.08,2017,3,,Ciudad de México,16.93,2017,3,,19/08/2017,15.53,17.36,16.49
Ciudad de México,16.2,2017,4,,Ciudad de México,18.05,2017,4,,Ciudad de México,16.86,2017,4,,20/08/2017,15.53,17.36,16.49
Ciudad de México,16.08,2017,5,,Ciudad de México,17.98,2017,5,,Ciudad de México,16.74,2017,5,,21/08/2017,15.53,17.36,16.49
Ciudad de México,15.95,2017,6,,Ciudad de México,17.83,2017,6,,Ciudad de México,16.56,2017,6,,22/08/2017,15.55,17.39,16.52
Ciudad de México,15.86,2017,7,,Ciudad de México,17.73,2017,7,,Ciudad de México,16.44,2017,7,,23/08/2017,15.56,17.39,16.52
Ciudad de México,15.92,2017,8,,Ciudad de México,17.81,2017,8,,Ciudad de México,16.49,2017,8,,24/08/2017,15.57,17.4,16.54
Ciudad de México,16.14,2017,9,,Ciudad de México,18.06,2017,9,,Ciudad de México,16.75,2017,9,,25/08/2017,15.59,17.42,16.56
Ciudad de México,16.26,2017,10,,Ciudad de México,18.15,2017,10,,Ciudad de México,16.94,2017,10,,26/08/2017,15.61,17.45,16.56
Ciudad de México,16.35,2017,11,,Ciudad de México,18.25,2017,11,,Ciudad de México,17.06,2017,11,,27/08/2017,15.61,17.45,16.56
Ciudad de México,16.45,2017,12,,Ciudad de México,18.34,2017,12,,Ciudad de México,17.18,2017,12,,28/08/2017,15.61,17.45,16.56
Ciudad de México,17.07,2018,1,,Ciudad de México,18.86,2018,1,,Ciudad de México,17.75,2018,1,,29/08/2017,15.62,17.45,16.57
Ciudad de México,17.85,2018,2,,Ciudad de México,19.47,2018,2,,Ciudad de México,18.42,2018,2,,30/08/2017,15.64,17.48,16.59
Ciudad de México,18.11,2018,3,,Ciudad de México,19.62,2018,3,,Ciudad de México,18.65,2018,3,,31/08/2017,15.67,17.5,16.62
Ciudad de México,18.21,2018,4,,Ciudad de México,19.7,2018,4,,Ciudad de México,18.74,2018,4,,01/09/2017,15.7,17.53,16.63
Ciudad de México,18.49,2018,5,,Ciudad de México,19.94,2018,5,,Ciudad de México,19,2018,5,,02/09/2017,15.73,17.56,16.66
Ciudad de México,18.79,2018,6,,Ciudad de México,20.24,2018,6,,Ciudad de México,19.29,2018,6,,03/09/2017,15.73,17.56,16.66
Ciudad de México,19.01,2018,7,,Ciudad de México,20.49,2018,7,,Ciudad de México,19.58,2018,7,,04/09/2017,15.73,17.56,16.66
Ciudad de México,19.34,2018,8,,Ciudad de México,20.77,2018,8,,Ciudad de México,20.01,2018,8,,05/09/2017,15.75,17.59,16.67
Ciudad de México,19.6,2018,9,,Ciudad de México,21.01,2018,9,,Ciudad de México,20.29,2018,9,,06/09/2017,15.75,17.59,16.68
Ciudad de México,19.86,2018,10,,Ciudad de México,21.33,2018,10,,Ciudad de México,20.62,2018,10,,07/09/2017,15.75,17.61,16.7
Ciudad de México,19.9,2018,11,,Ciudad de México,21.41,2018,11,,Ciudad de México,20.84,2018,11,,08/09/2017,15.74,17.61,16.71
Ciudad de México,19.76,2018,12,,Ciudad de México,21.26,2018,12,,Ciudad de México,20.75,2018,12,,09/09/2017,15.76,17.63,16.74
Ciudad de México,19.63,2019,1,,Ciudad de México,20.97,2019,1,,Ciudad de México,20.76,2019,1,,10/09/2017,15.76,17.63,16.74
Ciudad de México,19.96,2019,2,,Ciudad de México,20.85,2019,2,,Ciudad de México,21.52,2019,2,,11/09/2017,15.76,17.63,16.74
Ciudad de México,20.52,2019,3,,Ciudad de México,21.44,2019,3,,Ciudad de México,21.72,2019,3,,12/09/2017,15.76,17.64,16.74
Ciudad de México,20.49,2019,4,,Ciudad de México,21.56,2019,4,,Ciudad de México,21.59,2019,4,,13/09/2017,15.77,17.65,16.74
Ciudad de México,20.52,2019,5,,Ciudad de México,21.62,2019,5,,Ciudad de México,21.49,2019,5,,14/09/2017,15.78,17.65,16.76
Ciudad de México,20.4,2019,6,,Ciudad de México,21.61,2019,6,,Ciudad de México,21.34,2019,6,,15/09/2017,15.78,17.65,16.77
Ciudad de México,20.47,2019,7,,Ciudad de México,21.63,2019,7,,Ciudad de México,21.4,2019,7,,16/09/2017,15.78,17.65,16.78
Ciudad de México,20.31,2019,8,,Ciudad de México,21.63,2019,8,,Ciudad de México,21.31,2019,8,,17/09/2017,15.78,17.65,16.78
Ciudad de México,20.32,2019,9,,Ciudad de México,21.63,2019,9,,Ciudad de México,21.25,2019,9,,18/09/2017,15.78,17.65,16.78
Ciudad de México,20.27,2019,10,,Ciudad de México,21.46,2019,10,,Ciudad de México,21.15,2019,10,,19/09/2017,15.8,17.66,16.8
Ciudad de México,20.28,2019,11,,Ciudad de México,21.44,2019,11,,Ciudad de México,21.13,2019,11,,20/09/2017,15.81,17.67,16.8
Ciudad de México,20.45,2019,12,,Ciudad de México,21.6,2019,12,,Ciudad de México,21.29,2019,12,,21/09/2017,15.81,17.66,16.8
Ciudad de México,20.61,2020,1,,Ciudad de México,21.68,2020,1,,Ciudad de México,21.41,2020,1,,22/09/2017,15.81,17.67,16.81
Ciudad de México,20.45,2020,2,,Ciudad de México,21.36,2020,2,,Ciudad de México,21.18,2020,2,,23/09/2017,15.82,17.66,16.82
Coahuila de Zaragoza,15.77,2017,1,,Coahuila de Zaragoza,17.65,2017,1,,Coahuila de Zaragoza,17.19,2017,1,,24/09/2017,15.82,17.66,16.83
Coahuila de Zaragoza,15.83,2017,2,,Coahuila de Zaragoza,17.67,2017,2,,Coahuila de Zaragoza,17.18,2017,2,,25/09/2017,15.82,17.66,16.83
Coahuila de Zaragoza,15.71,2017,3,,Coahuila de Zaragoza,17.56,2017,3,,Coahuila de Zaragoza,17.07,2017,3,,26/09/2017,15.83,17.67,16.84
Coahuila de Zaragoza,15.62,2017,4,,Coahuila de Zaragoza,17.46,2017,4,,Coahuila de Zaragoza,17,2017,4,,27/09/2017,15.86,17.69,16.87
Coahuila de Zaragoza,15.47,2017,5,,Coahuila de Zaragoza,17.35,2017,5,,Coahuila de Zaragoza,16.88,2017,5,,28/09/2017,15.87,17.7,16.88
Coahuila de Zaragoza,15.41,2017,6,,Coahuila de Zaragoza,17.25,2017,6,,Coahuila de Zaragoza,16.7,2017,6,,29/09/2017,15.87,17.7,16.9
Coahuila de Zaragoza,15.36,2017,7,,Coahuila de Zaragoza,17.18,2017,7,,Coahuila de Zaragoza,16.58,2017,7,,30/09/2017,15.88,17.71,16.91
Coahuila de Zaragoza,15.45,2017,8,,Coahuila de Zaragoza,17.28,2017,8,,Coahuila de Zaragoza,16.64,2017,8,,01/10/2017,15.88,17.71,16.91
Coahuila de Zaragoza,15.67,2017,9,,Coahuila de Zaragoza,17.55,2017,9,,Coahuila de Zaragoza,16.88,2017,9,,02/10/2017,15.88,17.71,16.91
Coahuila de Zaragoza,15.84,2017,10,,Coahuila de Zaragoza,17.68,2017,10,,Coahuila de Zaragoza,17.08,2017,10,,03/10/2017,15.87,17.7,16.91
Coahuila de Zaragoza,15.97,2017,11,,Coahuila de Zaragoza,17.82,2017,11,,Coahuila de Zaragoza,17.22,2017,11,,04/10/2017,15.86,17.69,16.91
Coahuila de Zaragoza,16.16,2017,12,,Coahuila de Zaragoza,17.99,2017,12,,Coahuila de Zaragoza,17.39,2017,12,,05/10/2017,15.87,17.7,16.91
Coahuila de Zaragoza,16.68,2018,1,,Coahuila de Zaragoza,18.44,2018,1,,Coahuila de Zaragoza,17.94,2018,1,,06/10/2017,15.89,17.72,16.93
Coahuila de Zaragoza,17.38,2018,2,,Coahuila de Zaragoza,18.99,2018,2,,Coahuila de Zaragoza,18.63,2018,2,,07/10/2017,15.92,17.74,16.95
Coahuila de Zaragoza,17.61,2018,3,,Coahuila de Zaragoza,19.12,2018,3,,Coahuila de Zaragoza,18.87,2018,3,,08/10/2017,15.92,17.74,16.95
Coahuila de Zaragoza,17.68,2018,4,,Coahuila de Zaragoza,19.18,2018,4,,Coahuila de Zaragoza,18.96,2018,4,,09/10/2017,15.92,17.74,16.95
Coahuila de Zaragoza,17.74,2018,5,,Coahuila de Zaragoza,19.22,2018,5,,Coahuila de Zaragoza,19.09,2018,5,,10/10/2017,15.91,17.74,16.95
Coahuila de Zaragoza,18.07,2018,6,,Coahuila de Zaragoza,19.52,2018,6,,Coahuila de Zaragoza,19.33,2018,6,,11/10/2017,15.92,17.75,16.96
Coahuila de Zaragoza,18.43,2018,7,,Coahuila de Zaragoza,19.9,2018,7,,Coahuila de Zaragoza,19.75,2018,7,,12/10/2017,15.95,17.77,16.98
Coahuila de Zaragoza,18.96,2018,8,,Coahuila de Zaragoza,20.46,2018,8,,Coahuila de Zaragoza,20.32,2018,8,,13/10/2017,15.95,17.76,16.99
Coahuila de Zaragoza,19.26,2018,9,,Coahuila de Zaragoza,20.76,2018,9,,Coahuila de Zaragoza,20.63,2018,9,,14/10/2017,15.94,17.75,16.98
Coahuila de Zaragoza,19.48,2018,10,,Coahuila de Zaragoza,21.03,2018,10,,Coahuila de Zaragoza,20.93,2018,10,,15/10/2017,15.94,17.75,16.98
Coahuila de Zaragoza,19.44,2018,11,,Coahuila de Zaragoza,21,2018,11,,Coahuila de Zaragoza,21.11,2018,11,,16/10/2017,15.94,17.75,16.98
Coahuila de Zaragoza,19.18,2018,12,,Coahuila de Zaragoza,20.73,2018,12,,Coahuila de Zaragoza,20.99,2018,12,,17/10/2017,15.94,17.76,16.98
Coahuila de Zaragoza,18.9,2019,1,,Coahuila de Zaragoza,20.29,2019,1,,Coahuila de Zaragoza,20.91,2019,1,,18/10/2017,15.94,17.75,16.98
Coahuila de Zaragoza,19.19,2019,2,,Coahuila de Zaragoza,20.23,2019,2,,Coahuila de Zaragoza,21.54,2019,2,,19/10/2017,15.93,17.74,16.98
Coahuila de Zaragoza,19.68,2019,3,,Coahuila de Zaragoza,20.85,2019,3,,Coahuila de Zaragoza,21.58,2019,3,,20/10/2017,15.91,17.73,16.96
Coahuila de Zaragoza,19.37,2019,4,,Coahuila de Zaragoza,20.77,2019,4,,Coahuila de Zaragoza,21.3,2019,4,,21/10/2017,15.89,17.71,16.95
Coahuila de Zaragoza,19.17,2019,5,,Coahuila de Zaragoza,20.66,2019,5,,Coahuila de Zaragoza,21.15,2019,5,,22/10/2017,15.89,17.71,16.95
Coahuila de Zaragoza,19.18,2019,6,,Coahuila de Zaragoza,20.73,2019,6,,Coahuila de Zaragoza,20.96,2019,6,,23/10/2017,15.89,17.71,16.95
Coahuila de Zaragoza,19.3,2019,7,,Coahuila de Zaragoza,20.78,2019,7,,Coahuila de Zaragoza,21.13,2019,7,,24/10/2017,15.9,17.73,16.96
Coahuila de Zaragoza,19.09,2019,8,,Coahuila de Zaragoza,20.57,2019,8,,Coahuila de Zaragoza,21.15,2019,8,,25/10/2017,15.92,17.75,16.96
Coahuila de Zaragoza,19.32,2019,9,,Coahuila de Zaragoza,20.73,2019,9,,Coahuila de Zaragoza,21.28,2019,9,,26/10/2017,15.92,17.76,16.97
Coahuila de Zaragoza,19.35,2019,10,,Coahuila de Zaragoza,20.68,2019,10,,Coahuila de Zaragoza,21.25,2019,10,,27/10/2017,15.93,17.77,16.97
Coahuila de Zaragoza,19.51,2019,11,,Coahuila de Zaragoza,20.8,2019,11,,Coahuila de Zaragoza,21.29,2019,11,,28/10/2017,15.95,17.77,16.99
Coahuila de Zaragoza,19.48,2019,12,,Coahuila de Zaragoza,20.79,2019,12,,Coahuila de Zaragoza,21.38,2019,12,,29/10/2017,15.95,17.77,16.99
Coahuila de Zaragoza,19.53,2020,1,,Coahuila de Zaragoza,20.89,2020,1,,Coahuila de Zaragoza,21.46,2020,1,,30/10/2017,15.95,17.77,16.99
Coahuila de Zaragoza,19.41,2020,2,,Coahuila de Zaragoza,20.67,2020,2,,Coahuila de Zaragoza,21.35,2020,2,,31/10/2017,15.96,17.78,17.01
Colima,16.06,2017,1,,Colima,17.82,2017,1,,Colima,17.12,2017,1,,01/11/2017,15.96,17.78,17.01
Colima,16.03,2017,2,,Colima,17.78,2017,2,,Colima,17.1,2017,2,,02/11/2017,15.97,17.79,17.02
Colima,15.95,2017,3,,Colima,17.7,2017,3,,Colima,16.98,2017,3,,03/11/2017,15.97,17.8,17.01
Colima,15.99,2017,4,,Colima,17.7,2017,4,,Colima,16.92,2017,4,,04/11/2017,15.98,17.8,17.01
Colima,15.89,2017,5,,Colima,17.64,2017,5,,Colima,16.8,2017,5,,05/11/2017,15.98,17.8,17.01
Colima,15.79,2017,6,,Colima,17.5,2017,6,,Colima,16.62,2017,6,,06/11/2017,15.98,17.8,17.01
Colima,15.71,2017,7,,Colima,17.4,2017,7,,Colima,16.5,2017,7,,07/11/2017,16,17.83,17.03
Colima,15.78,2017,8,,Colima,17.48,2017,8,,Colima,16.55,2017,8,,08/11/2017,16.02,17.85,17.06
Colima,16.01,2017,9,,Colima,17.73,2017,9,,Colima,16.8,2017,9,,09/11/2017,16.02,17.85,17.06
Colima,16.13,2017,10,,Colima,17.83,2017,10,,Colima,16.99,2017,10,,10/11/2017,16.03,17.87,17.07
Colima,16.21,2017,11,,Colima,17.93,2017,11,,Colima,17.11,2017,11,,11/11/2017,16.04,17.89,17.09
Colima,16.34,2017,12,,Colima,18.02,2017,12,,Colima,17.25,2017,12,,12/11/2017,16.04,17.89,17.09
Colima,16.83,2018,1,,Colima,18.46,2018,1,,Colima,17.75,2018,1,,13/11/2017,16.04,17.89,17.09
Colima,17.36,2018,2,,Colima,18.95,2018,2,,Colima,18.35,2018,2,,14/11/2017,16.04,17.89,17.09
Colima,17.57,2018,3,,Colima,19.12,2018,3,,Colima,18.6,2018,3,,15/11/2017,16.04,17.89,17.1
Colima,17.66,2018,4,,Colima,19.2,2018,4,,Colima,18.68,2018,4,,16/11/2017,16.03,17.88,17.09
Colima,17.81,2018,5,,Colima,19.34,2018,5,,Colima,18.84,2018,5,,17/11/2017,16.02,17.86,17.1
Colima,18.03,2018,6,,Colima,19.56,2018,6,,Colima,19.06,2018,6,,18/11/2017,16.01,17.85,17.11
Colima,18.39,2018,7,,Colima,19.87,2018,7,,Colima,19.37,2018,7,,19/11/2017,16.01,17.85,17.11
Colima,18.92,2018,8,,Colima,20.37,2018,8,,Colima,19.88,2018,8,,20/11/2017,16.01,17.85,17.11
Colima,19.18,2018,9,,Colima,20.62,2018,9,,Colima,20.18,2018,9,,21/11/2017,16.02,17.87,17.12
Colima,19.35,2018,10,,Colima,20.83,2018,10,,Colima,20.45,2018,10,,22/11/2017,16.02,17.87,17.12
Colima,19.38,2018,11,,Colima,20.86,2018,11,,Colima,20.66,2018,11,,23/11/2017,16.04,17.86,17.12
Colima,19.16,2018,12,,Colima,20.64,2018,12,,Colima,20.6,2018,12,,24/11/2017,16.04,17.86,17.12
Colima,18.98,2019,1,,Colima,20.28,2019,1,,Colima,20.64,2019,1,,25/11/2017,16.04,17.86,17.12
Colima,19.52,2019,2,,Colima,20.3,2019,2,,Colima,21.56,2019,2,,26/11/2017,16.04,17.86,17.12
Colima,19.97,2019,3,,Colima,20.84,2019,3,,Colima,21.68,2019,3,,27/11/2017,16.04,17.86,17.12
Colima,19.77,2019,4,,Colima,21.09,2019,4,,Colima,21.59,2019,4,,28/11/2017,16.04,17.86,17.12
Colima,19.72,2019,5,,Colima,21.17,2019,5,,Colima,21.52,2019,5,,29/11/2017,16.04,17.87,17.12
Colima,19.51,2019,6,,Colima,21.16,2019,6,,Colima,21.31,2019,6,,30/11/2017,16.05,17.88,17.13
Colima,19.59,2019,7,,Colima,21.22,2019,7,,Colima,21.36,2019,7,,01/12/2017,16.07,17.89,17.15
Colima,19.54,2019,8,,Colima,21.19,2019,8,,Colima,21.3,2019,8,,02/12/2017,16.08,17.91,17.17
Colima,19.59,2019,9,,Colima,21.25,2019,9,,Colima,21.35,2019,9,,03/12/2017,16.08,17.91,17.17
Colima,19.56,2019,10,,Colima,21.02,2019,10,,Colima,21.31,2019,10,,04/12/2017,16.08,17.91,17.17
Colima,19.54,2019,11,,Colima,20.77,2019,11,,Colima,21.32,2019,11,,05/12/2017,16.09,17.92,17.18
Colima,19.64,2019,12,,Colima,20.8,2019,12,,Colima,21.43,2019,12,,06/12/2017,16.1,17.93,17.19
Colima,19.72,2020,1,,Colima,20.75,2020,1,,Colima,21.51,2020,1,,07/12/2017,16.11,17.93,17.19
Colima,19.67,2020,2,,Colima,20.47,2020,2,,Colima,21.33,2020,2,,08/12/2017,16.11,17.94,17.2
Durango,16.25,2017,1,,Durango,18.02,2017,1,,Durango,17.3,2017,1,,09/12/2017,16.12,17.94,17.2
Durango,16.21,2017,2,,Durango,17.98,2017,2,,Durango,17.28,2017,2,,10/12/2017,16.12,17.94,17.2
Durango,16.15,2017,3,,Durango,17.91,2017,3,,Durango,17.17,2017,3,,11/12/2017,16.12,17.94,17.2
Durango,16.17,2017,4,,Durango,17.89,2017,4,,Durango,17.1,2017,4,,12/12/2017,16.13,17.95,17.21
Durango,16.07,2017,5,,Durango,17.82,2017,5,,Durango,16.98,2017,5,,13/12/2017,16.14,17.96,17.21
Durango,15.98,2017,6,,Durango,17.69,2017,6,,Durango,16.8,2017,6,,14/12/2017,16.15,17.97,17.22
Durango,15.89,2017,7,,Durango,17.58,2017,7,,Durango,16.67,2017,7,,15/12/2017,16.15,17.97,17.22
Durango,15.97,2017,8,,Durango,17.67,2017,8,,Durango,16.74,2017,8,,16/12/2017,16.16,17.97,17.23
Durango,16.2,2017,9,,Durango,17.93,2017,9,,Durango,17,2017,9,,17/12/2017,16.16,17.97,17.23
Durango,16.34,2017,10,,Durango,18.04,2017,10,,Durango,17.19,2017,10,,18/12/2017,16.16,17.98,17.23
Durango,16.48,2017,11,,Durango,18.19,2017,11,,Durango,17.34,2017,11,,19/12/2017,16.17,17.98,17.25
Durango,16.66,2017,12,,Durango,18.34,2017,12,,Durango,17.52,2017,12,,20/12/2017,16.18,17.99,17.26
Durango,17.23,2018,1,,Durango,18.79,2018,1,,Durango,18.07,2018,1,,21/12/2017,16.19,18,17.27
Durango,17.85,2018,2,,Durango,19.29,2018,2,,Durango,18.72,2018,2,,22/12/2017,16.2,18.01,17.28
Durango,18.02,2018,3,,Durango,19.43,2018,3,,Durango,18.94,2018,3,,23/12/2017,16.2,18.01,17.29
Durango,18.11,2018,4,,Durango,19.5,2018,4,,Durango,19.04,2018,4,,24/12/2017,16.2,18.01,17.3
Durango,18.28,2018,5,,Durango,19.66,2018,5,,Durango,19.19,2018,5,,25/12/2017,16.2,18.01,17.3
Durango,18.49,2018,6,,Durango,19.84,2018,6,,Durango,19.41,2018,6,,26/12/2017,16.21,18.02,17.3
Durango,18.81,2018,7,,Durango,20.18,2018,7,,Durango,19.8,2018,7,,27/12/2017,16.22,18.03,17.31
Durango,19.29,2018,8,,Durango,20.66,2018,8,,Durango,20.32,2018,8,,28/12/2017,16.23,18.04,17.32
Durango,19.58,2018,9,,Durango,20.93,2018,9,,Durango,20.61,2018,9,,29/12/2017,16.25,18.05,17.33
Durango,19.78,2018,10,,Durango,21.19,2018,10,,Durango,20.87,2018,10,,30/12/2017,16.27,18.08,17.35
Durango,19.73,2018,11,,Durango,21.13,2018,11,,Durango,21.05,2018,11,,31/12/2017,16.27,18.08,17.36
Durango,19.44,2018,12,,Durango,20.85,2018,12,,Durango,20.91,2018,12,,01/01/2018,16.28,18.09,17.37
Durango,19.25,2019,1,,Durango,20.44,2019,1,,Durango,20.89,2019,1,,02/01/2018,16.31,18.12,17.39
Durango,19.6,2019,2,,Durango,20.27,2019,2,,Durango,21.67,2019,2,,03/01/2018,16.33,18.14,17.42
Durango,20.1,2019,3,,Durango,21.01,2019,3,,Durango,21.75,2019,3,,04/01/2018,16.36,18.16,17.44
Durango,19.87,2019,4,,Durango,21.09,2019,4,,Durango,21.47,2019,4,,05/01/2018,16.39,18.2,17.48
Durango,19.75,2019,5,,Durango,21.08,2019,5,,Durango,21.37,2019,5,,06/01/2018,16.43,18.23,17.51
Durango,19.68,2019,6,,Durango,21.05,2019,6,,Durango,21.2,2019,6,,07/01/2018,16.43,18.23,17.52
Durango,19.78,2019,7,,Durango,21.08,2019,7,,Durango,21.33,2019,7,,08/01/2018,16.44,18.23,17.53
Durango,19.75,2019,8,,Durango,21.13,2019,8,,Durango,21.36,2019,8,,09/01/2018,16.47,18.26,17.56
Durango,19.91,2019,9,,Durango,21.12,2019,9,,Durango,21.46,2019,9,,10/01/2018,16.51,18.29,17.6
Durango,19.86,2019,10,,Durango,21.15,2019,10,,Durango,21.41,2019,10,,11/01/2018,16.56,18.33,17.64
Durango,19.9,2019,11,,Durango,21.04,2019,11,,Durango,21.47,2019,11,,12/01/2018,16.6,18.37,17.69
Durango,20.04,2019,12,,Durango,21.02,2019,12,,Durango,21.66,2019,12,,13/01/2018,16.65,18.41,17.73
Durango,20.2,2020,1,,Durango,21.1,2020,1,,Durango,21.83,2020,1,,14/01/2018,16.66,18.42,17.73
Durango,20.06,2020,2,,Durango,20.77,2020,2,,Durango,21.53,2020,2,,15/01/2018,16.66,18.42,17.74
Guanajuato,16.1,2017,1,,Guanajuato,17.87,2017,1,,Guanajuato,17.17,2017,1,,16/01/2018,16.7,18.46,17.78
Guanajuato,16.07,2017,2,,Guanajuato,17.85,2017,2,,Guanajuato,17.15,2017,2,,17/01/2018,16.74,18.49,17.81
Guanajuato,16,2017,3,,Guanajuato,17.77,2017,3,,Guanajuato,17.04,2017,3,,18/01/2018,16.77,18.52,17.84
Guanajuato,16.03,2017,4,,Guanajuato,17.75,2017,4,,Guanajuato,16.97,2017,4,,19/01/2018,16.81,18.55,17.87
Guanajuato,15.93,2017,5,,Guanajuato,17.68,2017,5,,Guanajuato,16.85,2017,5,,20/01/2018,16.84,18.55,17.9
Guanajuato,15.84,2017,6,,Guanajuato,17.55,2017,6,,Guanajuato,16.67,2017,6,,21/01/2018,16.85,18.56,17.91
Guanajuato,15.75,2017,7,,Guanajuato,17.45,2017,7,,Guanajuato,16.55,2017,7,,22/01/2018,16.86,18.58,17.92
Guanajuato,15.82,2017,8,,Guanajuato,17.52,2017,8,,Guanajuato,16.6,2017,8,,23/01/2018,16.89,18.61,17.95
Guanajuato,16.04,2017,9,,Guanajuato,17.77,2017,9,,Guanajuato,16.85,2017,9,,24/01/2018,16.94,18.65,17.99
Guanajuato,16.17,2017,10,,Guanajuato,17.87,2017,10,,Guanajuato,17.04,2017,10,,25/01/2018,16.98,18.69,18.04
Guanajuato,16.26,2017,11,,Guanajuato,17.97,2017,11,,Guanajuato,17.17,2017,11,,26/01/2018,17.02,18.71,18.09
Guanajuato,16.39,2017,12,,Guanajuato,18.08,2017,12,,Guanajuato,17.33,2017,12,,27/01/2018,17.04,18.75,18.13
Guanajuato,17.02,2018,1,,Guanajuato,18.66,2018,1,,Guanajuato,17.91,2018,1,,28/01/2018,17.05,18.75,18.14
Guanajuato,17.73,2018,2,,Guanajuato,19.24,2018,2,,Guanajuato,18.65,2018,2,,29/01/2018,17.06,18.76,18.15
Guanajuato,17.98,2018,3,,Guanajuato,19.41,2018,3,,Guanajuato,18.91,2018,3,,30/01/2018,17.1,18.81,18.2
Guanajuato,18.07,2018,4,,Guanajuato,19.49,2018,4,,Guanajuato,18.99,2018,4,,31/01/2018,17.14,18.85,18.24
Guanajuato,18.21,2018,5,,Guanajuato,19.61,2018,5,,Guanajuato,19.11,2018,5,,01/02/2018,17.18,18.88,18.28
Guanajuato,18.42,2018,6,,Guanajuato,19.81,2018,6,,Guanajuato,19.32,2018,6,,02/02/2018,17.22,18.93,18.32
