Corte de información: Febrero 2020. Precios por litro (Moneda nacional),,,,,,,,,,,,,,,,,,
Entidad federativa,Gasolina mínimo 87 octanos,Año reporte,Mes,,Entidad federativa,Gasolina mínimo 91 octanos,Año reporte,Mes,,Entidad federativa,Diésel,Año reporte,Mes,,FechaCalendario,Gasolina mínimo 87 octanos,Gasolina mínimo 91 octanos,Diésel
Tamaulipas,15.74,2018,5,,Tamaulipas,17.72,2018,5,,Tamaulipas,18.66,2018,5,,09/11/2019,19.32,20.73,21.03
Tamaulipas,15.76,2018,6,,Tamaulipas,17.82,2018,6,,Tamaulipas,18.9,2018,6,,10/11/2019,19.31,20.72,21.03
Tamaulipas,16.04,2018,7,,Tamaulipas,18.11,2018,7,,Tamaulipas,19.31,2018,7,,11/11/2019,19.31,20.72,21.03
Tamaulipas,16.56,2018,8,,Tamaulipas,18.68,2018,8,,Tamaulipas,19.82,2018,8,,12/11/2019,19.31,20.72,21.04
Tamaulipas,16.89,2018,9,,Tamaulipas,18.93,2018,9,,Tamaulipas,20.14,2018,9,,13/11/2019,19.31,20.72,21.05
Tamaulipas,17.07,2018,10,,Tamaulipas,19.16,2018,10,,Tamaulipas,20.43,2018,10,,14/11/2019,19.29,20.71,21.05
Tamaulipas,16.92,2018,11,,Tamaulipas,19.05,2018,11,,Tamaulipas,20.59,2018,11,,15/11/2019,19.29,20.7,21.05
Tamaulipas,16.48,2018,12,,Tamaulipas,18.72,2018,12,,Tamaulipas,20.47,2018,12,,16/11/2019,19.29,20.7,21.05
Tamaulipas,15.96,2019,1,,Tamaulipas,17.93,2019,1,,Tamaulipas,20.18,2019,1,,17/11/2019,19.29,20.7,21.05
Tamaulipas,16.57,2019,2,,Tamaulipas,17.86,2019,2,,Tamaulipas,21.09,2019,2,,18/11/2019,19.29,20.7,21.05
Tamaulipas,17.02,2019,3,,Tamaulipas,18.53,2019,3,,Tamaulipas,21.15,2019,3,,19/11/2019,19.29,20.71,21.06
Tamaulipas,16.62,2019,4,,Tamaulipas,18.5,2019,4,,Tamaulipas,20.7,2019,4,,20/11/2019,19.29,20.71,21.06
Tamaulipas,16.27,2019,5,,Tamaulipas,18.3,2019,5,,Tamaulipas,20.61,2019,5,,21/11/2019,19.29,20.7,21.07
Tamaulipas,16.16,2019,6,,Tamaulipas,18.21,2019,6,,Tamaulipas,20.45,2019,6,,22/11/2019,19.29,20.7,21.07
Tamaulipas,16.27,2019,7,,Tamaulipas,18.26,2019,7,,Tamaulipas,20.5,2019,7,,23/11/2019,19.3,20.7,21.08
Tamaulipas,15.91,2019,8,,Tamaulipas,18.04,2019,8,,Tamaulipas,20.45,2019,8,,24/11/2019,19.3,20.7,21.08
Tamaulipas,16.27,2019,9,,Tamaulipas,18.2,2019,9,,Tamaulipas,20.5,2019,9,,25/11/2019,19.32,20.71,21.09
Tamaulipas,16.39,2019,10,,Tamaulipas,18.14,2019,10,,Tamaulipas,20.32,2019,10,,26/11/2019,19.35,20.75,21.11
Tamaulipas,16.33,2019,11,,Tamaulipas,17.93,2019,11,,Tamaulipas,20.3,2019,11,,27/11/2019,19.38,20.78,21.12
Tamaulipas,16.52,2019,12,,Tamaulipas,18.19,2019,12,,Tamaulipas,20.63,2019,12,,28/11/2019,19.42,20.8,21.15
Tamaulipas,16.7,2020,1,,Tamaulipas,18.36,2020,1,,Tamaulipas,20.65,2020,1,,29/11/2019,19.46,20.83,21.17
Tamaulipas,16.57,2020,2,,Tamaulipas,18.06,2020,2,,Tamaulipas,20.48,2020,2,,30/11/2019,19.47,20.84,21.18
Tlaxcala,15.79,2017,1,,Tlaxcala,17.56,2017,1,,Tlaxcala,16.86,2017,1,,01/12/2019,19.47,20.84,21.19
Tlaxcala,15.84,2017,2,,Tlaxcala,17.6,2017,2,,Tlaxcala,16.9,2017,2,,02/12/2019,19.46,20.84,21.19
Tlaxcala,15.7,2017,3,,Tlaxcala,17.46,2017,3,,Tlaxcala,16.74,2017,3,,03/12/2019,19.46,20.85,21.21
Tlaxcala,15.72,2017,4,,Tlaxcala,17.45,2017,4,,Tlaxcala,16.67,2017,4,,04/12/2019,19.47,20.85,21.21
Tlaxcala,15.62,2017,5,,Tlaxcala,17.37,2017,5,,Tlaxcala,16.55,2017,5,,05/12/2019,19.47,20.85,21.21
Tlaxcala,15.52,2017,6,,Tlaxcala,17.24,2017,6,,Tlaxcala,16.37,2017,6,,06/12/2019,19.47,20.84,21.22
Tlaxcala,15.45,2017,7,,Tlaxcala,17.14,2017,7,,Tlaxcala,16.25,2017,7,,07/12/2019,19.45,20.83,21.22
Tlaxcala,15.52,2017,8,,Tlaxcala,17.21,2017,8,,Tlaxcala,16.3,2017,8,,08/12/2019,19.45,20.82,21.21
Tlaxcala,15.74,2017,9,,Tlaxcala,17.46,2017,9,,Tlaxcala,16.55,2017,9,,09/12/2019,19.45,20.82,21.21
Tlaxcala,15.87,2017,10,,Tlaxcala,17.55,2017,10,,Tlaxcala,16.74,2017,10,,10/12/2019,19.43,20.79,21.2
Tlaxcala,15.95,2017,11,,Tlaxcala,17.65,2017,11,,Tlaxcala,16.86,2017,11,,11/12/2019,19.41,20.78,21.19
Tlaxcala,16.03,2017,12,,Tlaxcala,17.72,2017,12,,Tlaxcala,16.96,2017,12,,12/12/2019,19.4,20.75,21.19
Tlaxcala,16.59,2018,1,,Tlaxcala,18.22,2018,1,,Tlaxcala,17.5,2018,1,,13/12/2019,19.39,20.73,21.18
Tlaxcala,17.29,2018,2,,Tlaxcala,18.78,2018,2,,Tlaxcala,18.23,2018,2,,14/12/2019,19.39,20.72,21.18
Tlaxcala,17.51,2018,3,,Tlaxcala,18.89,2018,3,,Tlaxcala,18.48,2018,3,,15/12/2019,19.39,20.72,21.19
Tlaxcala,17.59,2018,4,,Tlaxcala,18.94,2018,4,,Tlaxcala,18.57,2018,4,,16/12/2019,19.39,20.72,21.19
Tlaxcala,17.74,2018,5,,Tlaxcala,19.06,2018,5,,Tlaxcala,18.69,2018,5,,17/12/2019,19.4,20.72,21.19
Tlaxcala,17.97,2018,6,,Tlaxcala,19.28,2018,6,,Tlaxcala,18.91,2018,6,,18/12/2019,19.4,20.71,21.18
Tlaxcala,18.38,2018,7,,Tlaxcala,19.72,2018,7,,Tlaxcala,19.3,2018,7,,19/12/2019,19.4,20.71,21.19
Tlaxcala,18.93,2018,8,,Tlaxcala,20.31,2018,8,,Tlaxcala,19.82,2018,8,,20/12/2019,19.4,20.7,21.19
Tlaxcala,19.13,2018,9,,Tlaxcala,20.51,2018,9,,Tlaxcala,20.07,2018,9,,21/12/2019,19.41,20.71,21.19
Tlaxcala,19.32,2018,10,,Tlaxcala,20.72,2018,10,,Tlaxcala,20.38,2018,10,,22/12/2019,19.41,20.71,21.19
Tlaxcala,19.31,2018,11,,Tlaxcala,20.71,2018,11,,Tlaxcala,20.58,2018,11,,23/12/2019,19.41,20.71,21.19
Tlaxcala,18.92,2018,12,,Tlaxcala,20.28,2018,12,,Tlaxcala,20.41,2018,12,,24/12/2019,19.43,20.73,21.21
Tlaxcala,18.55,2019,1,,Tlaxcala,19.58,2019,1,,Tlaxcala,20.39,2019,1,,25/12/2019,19.45,20.75,21.23
Tlaxcala,19,2019,2,,Tlaxcala,19.42,2019,2,,Tlaxcala,21.37,2019,2,,26/12/2019,19.47,20.77,21.24
Tlaxcala,19.61,2019,3,,Tlaxcala,20.4,2019,3,,Tlaxcala,21.36,2019,3,,27/12/2019,19.5,20.79,21.27
Tlaxcala,19.39,2019,4,,Tlaxcala,20.6,2019,4,,Tlaxcala,21.09,2019,4,,28/12/2019,19.51,20.82,21.28
Tlaxcala,19.34,2019,5,,Tlaxcala,20.61,2019,5,,Tlaxcala,20.99,2019,5,,29/12/2019,19.51,20.82,21.28
Tlaxcala,19.11,2019,6,,Tlaxcala,20.57,2019,6,,Tlaxcala,20.78,2019,6,,30/12/2019,19.51,20.82,21.28
Tlaxcala,19.26,2019,7,,Tlaxcala,20.59,2019,7,,Tlaxcala,20.86,2019,7,,31/12/2019,19.52,20.86,21.29
Tlaxcala,19.23,2019,8,,Tlaxcala,20.65,2019,8,,Tlaxcala,20.87,2019,8,,01/01/2020,19.52,20.87,21.29
Tlaxcala,19.33,2019,9,,Tlaxcala,20.64,2019,9,,Tlaxcala,20.91,2019,9,,02/01/2020,19.53,20.87,21.29
Tlaxcala,19.32,2019,10,,Tlaxcala,20.61,2019,10,,Tlaxcala,20.88,2019,10,,03/01/2020,19.54,20.87,21.3
Tlaxcala,19.33,2019,11,,Tlaxcala,20.37,2019,11,,Tlaxcala,20.86,2019,11,,04/01/2020,19.54,20.86,21.29
Tlaxcala,19.4,2019,12,,Tlaxcala,20.33,2019,12,,Tlaxcala,20.98,2019,12,,05/01/2020,19.54,20.86,21.29
Tlaxcala,19.47,2020,1,,Tlaxcala,20.27,2020,1,,Tlaxcala,21.06,2020,1,,06/01/2020,19.54,20.86,21.29
Tlaxcala,19.32,2020,2,,Tlaxcala,19.85,2020,2,,Tlaxcala,20.61,2020,2,,07/01/2020,19.53,20.87,21.29
Veracruz de Ignacio de la Llave,15.52,2017,1,,Veracruz de Ignacio de la Llave,17.29,2017,1,,Veracruz de Ignacio de la Llave,16.61,2017,1,,08/01/2020,19.53,20.87,21.29
Veracruz de Ignacio de la Llave,15.55,2017,2,,Veracruz de Ignacio de la Llave,17.31,2017,2,,Veracruz de Ignacio de la Llave,16.65,2017,2,,09/01/2020,19.52,20.87,21.28
Veracruz de Ignacio de la Llave,15.44,2017,3,,Veracruz de Ignacio de la Llave,17.2,2017,3,,Veracruz de Ignacio de la Llave,16.5,2017,3,,10/01/2020,19.51,20.87,21.27
Veracruz de Ignacio de la Llave,15.47,2017,4,,Veracruz de Ignacio de la Llave,17.19,2017,4,,Veracruz de Ignacio de la Llave,16.43,2017,4,,11/01/2020,19.5,20.86,21.27
Veracruz de Ignacio de la Llave,15.38,2017,5,,Veracruz de Ignacio de la Llave,17.12,2017,5,,Veracruz de Ignacio de la Llave,16.31,2017,5,,12/01/2020,19.5,20.87,21.28
Veracruz de Ignacio de la Llave,15.28,2017,6,,Veracruz de Ignacio de la Llave,16.98,2017,6,,Veracruz de Ignacio de la Llave,16.13,2017,6,,13/01/2020,19.51,20.88,21.27
Veracruz de Ignacio de la Llave,15.19,2017,7,,Veracruz de Ignacio de la Llave,16.88,2017,7,,Veracruz de Ignacio de la Llave,16,2017,7,,14/01/2020,19.51,20.87,21.27
Veracruz de Ignacio de la Llave,15.26,2017,8,,Veracruz de Ignacio de la Llave,16.96,2017,8,,Veracruz de Ignacio de la Llave,16.06,2017,8,,15/01/2020,19.5,20.86,21.25
Veracruz de Ignacio de la Llave,15.49,2017,9,,Veracruz de Ignacio de la Llave,17.21,2017,9,,Veracruz de Ignacio de la Llave,16.31,2017,9,,16/01/2020,19.49,20.86,21.24
Veracruz de Ignacio de la Llave,15.61,2017,10,,Veracruz de Ignacio de la Llave,17.3,2017,10,,Veracruz de Ignacio de la Llave,16.5,2017,10,,17/01/2020,19.48,20.84,21.22
Veracruz de Ignacio de la Llave,15.69,2017,11,,Veracruz de Ignacio de la Llave,17.41,2017,11,,Veracruz de Ignacio de la Llave,16.62,2017,11,,18/01/2020,19.5,20.83,21.26
Veracruz de Ignacio de la Llave,15.82,2017,12,,Veracruz de Ignacio de la Llave,17.52,2017,12,,Veracruz de Ignacio de la Llave,16.76,2017,12,,19/01/2020,19.51,20.83,21.28
Veracruz de Ignacio de la Llave,16.35,2018,1,,Veracruz de Ignacio de la Llave,18,2018,1,,Veracruz de Ignacio de la Llave,17.29,2018,1,,20/01/2020,19.51,20.83,21.29
Veracruz de Ignacio de la Llave,16.97,2018,2,,Veracruz de Ignacio de la Llave,18.5,2018,2,,Veracruz de Ignacio de la Llave,17.96,2018,2,,21/01/2020,19.53,20.82,21.31
Veracruz de Ignacio de la Llave,17.2,2018,3,,Veracruz de Ignacio de la Llave,18.65,2018,3,,Veracruz de Ignacio de la Llave,18.21,2018,3,,22/01/2020,19.53,20.81,21.31
Veracruz de Ignacio de la Llave,17.31,2018,4,,Veracruz de Ignacio de la Llave,18.73,2018,4,,Veracruz de Ignacio de la Llave,18.31,2018,4,,23/01/2020,19.53,20.81,21.3
Veracruz de Ignacio de la Llave,17.47,2018,5,,Veracruz de Ignacio de la Llave,18.87,2018,5,,Veracruz de Ignacio de la Llave,18.46,2018,5,,24/01/2020,19.53,20.8,21.29
Veracruz de Ignacio de la Llave,17.68,2018,6,,Veracruz de Ignacio de la Llave,19.08,2018,6,,Veracruz de Ignacio de la Llave,18.67,2018,6,,25/01/2020,19.54,20.79,21.29
Veracruz de Ignacio de la Llave,18.02,2018,7,,Veracruz de Ignacio de la Llave,19.42,2018,7,,Veracruz de Ignacio de la Llave,19,2018,7,,26/01/2020,19.54,20.78,21.29
Veracruz de Ignacio de la Llave,18.55,2018,8,,Veracruz de Ignacio de la Llave,19.96,2018,8,,Veracruz de Ignacio de la Llave,19.52,2018,8,,27/01/2020,19.54,20.76,21.29
Veracruz de Ignacio de la Llave,18.79,2018,9,,Veracruz de Ignacio de la Llave,20.19,2018,9,,Veracruz de Ignacio de la Llave,19.79,2018,9,,28/01/2020,19.54,20.75,21.29
Veracruz de Ignacio de la Llave,18.98,2018,10,,Veracruz de Ignacio de la Llave,20.4,2018,10,,Veracruz de Ignacio de la Llave,20.07,2018,10,,29/01/2020,19.53,20.73,21.27
Veracruz de Ignacio de la Llave,18.94,2018,11,,Veracruz de Ignacio de la Llave,20.38,2018,11,,Veracruz de Ignacio de la Llave,20.24,2018,11,,30/01/2020,19.51,20.69,21.26
Veracruz de Ignacio de la Llave,18.64,2018,12,,Veracruz de Ignacio de la Llave,20.08,2018,12,,Veracruz de Ignacio de la Llave,20.1,2018,12,,31/01/2020,19.48,20.66,21.24
Veracruz de Ignacio de la Llave,18.31,2019,1,,Veracruz de Ignacio de la Llave,19.57,2019,1,,Veracruz de Ignacio de la Llave,20.03,2019,1,,01/02/2020,19.45,20.63,21.19
Veracruz de Ignacio de la Llave,18.65,2019,2,,Veracruz de Ignacio de la Llave,19.36,2019,2,,Veracruz de Ignacio de la Llave,20.82,2019,2,,02/02/2020,19.44,20.61,21.18
Veracruz de Ignacio de la Llave,19.17,2019,3,,Veracruz de Ignacio de la Llave,20,2019,3,,Veracruz de Ignacio de la Llave,21.04,2019,3,,03/02/2020,19.43,20.6,21.17
Veracruz de Ignacio de la Llave,19.02,2019,4,,Veracruz de Ignacio de la Llave,20.12,2019,4,,Veracruz de Ignacio de la Llave,20.84,2019,4,,04/02/2020,19.42,20.57,21.15
Veracruz de Ignacio de la Llave,18.92,2019,5,,Veracruz de Ignacio de la Llave,20.1,2019,5,,Veracruz de Ignacio de la Llave,20.76,2019,5,,05/02/2020,19.39,20.54,21.12
Veracruz de Ignacio de la Llave,18.81,2019,6,,Veracruz de Ignacio de la Llave,20.09,2019,6,,Veracruz de Ignacio de la Llave,20.58,2019,6,,06/02/2020,19.34,20.47,21.05
Veracruz de Ignacio de la Llave,18.88,2019,7,,Veracruz de Ignacio de la Llave,20.16,2019,7,,Veracruz de Ignacio de la Llave,20.63,2019,7,,07/02/2020,19.29,20.42,21.02
Veracruz de Ignacio de la Llave,18.84,2019,8,,Veracruz de Ignacio de la Llave,20.18,2019,8,,Veracruz de Ignacio de la Llave,20.59,2019,8,,08/02/2020,19.29,20.42,21.02
Veracruz de Ignacio de la Llave,18.91,2019,9,,Veracruz de Ignacio de la Llave,20.18,2019,9,,Veracruz de Ignacio de la Llave,20.62,2019,9,,09/02/2020,19.28,20.41,21.02
Veracruz de Ignacio de la Llave,18.9,2019,10,,Veracruz de Ignacio de la Llave,20.18,2019,10,,Veracruz de Ignacio de la Llave,20.6,2019,10,,10/02/2020,19.28,20.4,21.01
Veracruz de Ignacio de la Llave,18.87,2019,11,,Veracruz de Ignacio de la Llave,20.07,2019,11,,Veracruz de Ignacio de la Llave,20.55,2019,11,,11/02/2020,19.29,20.4,21
Veracruz de Ignacio de la Llave,19,2019,12,,Veracruz de Ignacio de la Llave,20.1,2019,12,,Veracruz de Ignacio de la Llave,20.67,2019,12,,12/02/2020,19.29,20.4,20.99
Veracruz de Ignacio de la Llave,19.1,2020,1,,Veracruz de Ignacio de la Llave,20.12,2020,1,,Veracruz de Ignacio de la Llave,20.8,2020,1,,13/02/2020,19.28,20.4,20.97
Veracruz de Ignacio de la Llave,19,2020,2,,Veracruz de Ignacio de la Llave,19.81,2020,2,,Veracruz de Ignacio de la Llave,20.59,2020,2,,14/02/2020,19.31,20.42,20.97
Yucatán,15.44,2017,1,,Yucatán,17.21,2017,1,,Yucatán,16.52,2017,1,,15/02/2020,19.35,20.44,20.98
Yucatán,15.42,2017,2,,Yucatán,17.18,2017,2,,Yucatán,16.49,2017,2,,16/02/2020,19.35,20.44,20.98
Yucatán,15.34,2017,3,,Yucatán,17.1,2017,3,,Yucatán,16.38,2017,3,,17/02/2020,19.36,20.44,20.98
Yucatán,15.36,2017,4,,Yucatán,17.09,2017,4,,Yucatán,16.32,2017,4,,18/02/2020,19.36,20.44,20.98
Yucatán,15.26,2017,5,,Yucatán,17.03,2017,5,,Yucatán,16.2,2017,5,,19/02/2020,19.37,20.44,20.98
Yucatán,15.17,2017,6,,Yucatán,16.9,2017,6,,Yucatán,16.02,2017,6,,20/02/2020,19.4,20.47,20.97
Yucatán,15.09,2017,7,,Yucatán,16.8,2017,7,,Yucatán,15.9,2017,7,,21/02/2020,19.47,20.52,20.98
Yucatán,15.16,2017,8,,Yucatán,16.87,2017,8,,Yucatán,15.95,2017,8,,22/02/2020,19.51,20.57,21
Yucatán,15.38,2017,9,,Yucatán,17.12,2017,9,,Yucatán,16.19,2017,9,,23/02/2020,19.52,20.58,21
Yucatán,15.5,2017,10,,Yucatán,17.21,2017,10,,Yucatán,16.38,2017,10,,24/02/2020,19.54,20.6,21
Yucatán,15.59,2017,11,,Yucatán,17.3,2017,11,,Yucatán,16.5,2017,11,,25/02/2020,19.55,20.63,21.01
Yucatán,15.73,2017,12,,Yucatán,17.43,2017,12,,Yucatán,16.64,2017,12,,26/02/2020,19.56,20.63,21
Yucatán,16.33,2018,1,,Yucatán,17.94,2018,1,,Yucatán,17.22,2018,1,,27/02/2020,19.57,20.6,20.98
Yucatán,16.88,2018,2,,Yucatán,18.45,2018,2,,Yucatán,17.88,2018,2,,28/02/2020,19.54,20.55,20.93
Yucatán,17.14,2018,3,,Yucatán,18.66,2018,3,,Yucatán,18.18,2018,3,,29/02/2020,19.5,20.51,20.9
Yucatán,17.25,2018,4,,Yucatán,18.76,2018,4,,Yucatán,18.28,2018,4,,,,,
Yucatán,17.39,2018,5,,Yucatán,18.89,2018,5,,Yucatán,18.41,2018,5,,,,,
Yucatán,17.63,2018,6,,Yucatán,19.12,2018,6,,Yucatán,18.65,2018,6,,,,,
Yucatán,18.08,2018,7,,Yucatán,19.55,2018,7,,Yucatán,19.09,2018,7,,,,,
Yucatán,18.78,2018,8,,Yucatán,20.24,2018,8,,Yucatán,19.74,2018,8,,,,,
Yucatán,19.05,2018,9,,Yucatán,20.5,2018,9,,Yucatán,20.02,2018,9,,,,,
Yucatán,19.2,2018,10,,Yucatán,20.64,2018,10,,Yucatán,20.22,2018,10,,,,,
Yucatán,19.21,2018,11,,Yucatán,20.66,2018,11,,Yucatán,20.36,2018,11,,,,,
Yucatán,18.82,2018,12,,Yucatán,20.29,2018,12,,Yucatán,20.25,2018,12,,,,,
Yucatán,18.52,2019,1,,Yucatán,19.69,2019,1,,Yucatán,20.2,2019,1,,,,,
Yucatán,19.32,2019,2,,Yucatán,19.88,2019,2,,Yucatán,21.38,2019,2,,,,,
Yucatán,19.93,2019,3,,Yucatán,21.01,2019,3,,Yucatán,21.38,2019,3,,,,,
Yucatán,19.29,2019,4,,Yucatán,20.6,2019,4,,Yucatán,20.96,2019,4,,,,,
Yucatán,19.16,2019,5,,Yucatán,20.58,2019,5,,Yucatán,20.84,2019,5,,,,,
Yucatán,19.06,2019,6,,Yucatán,20.65,2019,6,,Yucatán,20.6,2019,6,,,,,
Yucatán,19.34,2019,7,,Yucatán,20.71,2019,7,,Yucatán,20.88,2019,7,,,,,
Yucatán,19.3,2019,8,,Yucatán,20.79,2019,8,,Yucatán,20.93,2019,8,,,,,
Yucatán,19.46,2019,9,,Yucatán,20.83,2019,9,,Yucatán,21.07,2019,9,,,,,
Yucatán,19.29,2019,10,,Yucatán,20.82,2019,10,,Yucatán,20.92,2019,10,,,,,
Yucatán,19.32,2019,11,,Yucatán,20.29,2019,11,,Yucatán,20.97,2019,11,,,,,
Yucatán,19.45,2019,12,,Yucatán,20.32,2019,12,,Yucatán,21.14,2019,12,,,,,
Yucatán,19.63,2020,1,,Yucatán,20.42,2020,1,,Yucatán,21.35,2020,1,,,,,
Yucatán,19.46,2020,2,,Yucatán,19.84,2020,2,,Yucatán,20.97,2020,2,,,,,
Zacatecas,16.19,2017,1,,Zacatecas,17.96,2017,1,,Zacatecas,17.26,2017,1,,,,,
Zacatecas,16.26,2017,2,,Zacatecas,18.04,2017,2,,Zacatecas,17.31,2017,2,,,,,
Zacatecas,16.12,2017,3,,Zacatecas,17.89,2017,3,,Zacatecas,17.15,2017,3,,,,,
Zacatecas,16.14,2017,4,,Zacatecas,17.88,2017,4,,Zacatecas,17.09,2017,4,,,,,
Zacatecas,16.05,2017,5,,Zacatecas,17.81,2017,5,,Zacatecas,16.97,2017,5,,,,,
Zacatecas,15.96,2017,6,,Zacatecas,17.68,2017,6,,Zacatecas,16.8,2017,6,,,,,
Zacatecas,15.87,2017,7,,Zacatecas,17.58,2017,7,,Zacatecas,16.67,2017,7,,,,,
Zacatecas,15.94,2017,8,,Zacatecas,17.66,2017,8,,Zacatecas,16.72,2017,8,,,,,
Zacatecas,16.16,2017,9,,Zacatecas,17.91,2017,9,,Zacatecas,16.97,2017,9,,,,,
Zacatecas,16.29,2017,10,,Zacatecas,18,2017,10,,Zacatecas,17.17,2017,10,,,,,
Zacatecas,16.37,2017,11,,Zacatecas,18.1,2017,11,,Zacatecas,17.28,2017,11,,,,,
Zacatecas,16.57,2017,12,,Zacatecas,18.26,2017,12,,Zacatecas,17.5,2017,12,,,,,
Zacatecas,17.28,2018,1,,Zacatecas,18.9,2018,1,,Zacatecas,18.19,2018,1,,,,,
Zacatecas,18.11,2018,2,,Zacatecas,19.58,2018,2,,Zacatecas,19.05,2018,2,,,,,
Zacatecas,18.36,2018,3,,Zacatecas,19.75,2018,3,,Zacatecas,19.32,2018,3,,,,,
Zacatecas,18.47,2018,4,,Zacatecas,19.82,2018,4,,Zacatecas,19.41,2018,4,,,,,
Zacatecas,18.59,2018,5,,Zacatecas,19.93,2018,5,,Zacatecas,19.53,2018,5,,,,,
Zacatecas,18.79,2018,6,,Zacatecas,20.09,2018,6,,Zacatecas,19.73,2018,6,,,,,
Zacatecas,19.16,2018,7,,Zacatecas,20.46,2018,7,,Zacatecas,20.1,2018,7,,,,,
Zacatecas,19.69,2018,8,,Zacatecas,21,2018,8,,Zacatecas,20.62,2018,8,,,,,
Zacatecas,19.94,2018,9,,Zacatecas,21.27,2018,9,,Zacatecas,20.91,2018,9,,,,,
Zacatecas,20.12,2018,10,,Zacatecas,21.48,2018,10,,Zacatecas,21.18,2018,10,,,,,
Zacatecas,20.09,2018,11,,Zacatecas,21.47,2018,11,,Zacatecas,21.33,2018,11,,,,,
Zacatecas,19.82,2018,12,,Zacatecas,21.25,2018,12,,Zacatecas,21.22,2018,12,,,,,
Zacatecas,19.63,2019,1,,Zacatecas,20.85,2019,1,,Zacatecas,21.26,2019,1,,,,,
Zacatecas,19.89,2019,2,,Zacatecas,20.62,2019,2,,Zacatecas,21.92,2019,2,,,,,
Zacatecas,20.23,2019,3,,Zacatecas,21.08,2019,3,,Zacatecas,21.79,2019,3,,,,,
Zacatecas,19.91,2019,4,,Zacatecas,21.1,2019,4,,Zacatecas,21.44,2019,4,,,,,
Zacatecas,19.81,2019,5,,Zacatecas,21.09,2019,5,,Zacatecas,21.36,2019,5,,,,,
Zacatecas,19.74,2019,6,,Zacatecas,21.15,2019,6,,Zacatecas,21.18,2019,6,,,,,
Zacatecas,19.77,2019,7,,Zacatecas,21.15,2019,7,,Zacatecas,21.27,2019,7,,,,,
Zacatecas,19.7,2019,8,,Zacatecas,21.17,2019,8,,Zacatecas,21.24,2019,8,,,,,
Zacatecas,19.8,2019,9,,Zacatecas,21.14,2019,9,,Zacatecas,21.31,2019,9,,,,,
Zacatecas,19.74,2019,10,,Zacatecas,21.2,2019,10,,Zacatecas,21.26,2019,10,,,,,
Zacatecas,19.73,2019,11,,Zacatecas,20.96,2019,11,,Zacatecas,21.25,2019,11,,,,,
Zacatecas,19.89,2019,12,,Zacatecas,21,2019,12,,Zacatecas,21.44,2019,12,,,,,
Zacatecas,19.93,2020,1,,Zacatecas,20.96,2020,1,,Zacatecas,21.48,2020,1,,,,,
Zacatecas,19.79,2020,2,,Zacatecas,20.71,2020,2,,Zacatecas,21.2,2020,2,,,,,
